# time   X(t)     Y(t)      Z(t)
 10.01   8.091   15.237    11.272
 10.02   8.806   16.439    12.205
 10.03   9.569   17.665    13.327
 10.04  10.379   18.892    14.662
 10.05  11.230   20.088    16.231
 10.06  12.116   21.209    18.054
 10.07  13.025   22.201    20.143
 10.08  13.943   23.003    22.497
 10.09  14.849   23.540    25.104
 10.10  15.718   23.735    27.930
 10.11  16.520   23.508    30.916
 10.12  17.218   22.791    33.975
 10.13  17.776   21.535    36.993
 10.14  18.152   19.721    39.835
 10.15  18.309   17.375    42.352
 10.16  18.215   14.574    44.404
 10.17  17.851   11.440    45.875
 10.18  17.210    8.135    46.693
 10.19  16.302    4.836    46.848
 10.20  15.156    1.715    46.387
 10.21  13.812   -1.089    45.410
 10.22  12.322   -3.482    44.049
 10.23  10.741   -5.425    42.445
 10.24   9.125   -6.923    40.731
 10.25   7.520   -8.015    39.013
 10.26   5.966   -8.763    37.370
 10.27   4.494   -9.234    35.851
 10.28   3.121   -9.495    34.480
 10.29   1.859   -9.602    33.264
 10.30   0.713   -9.604    32.198
 10.31  -0.319   -9.538    31.271
 10.32  -1.241   -9.432    30.468
 10.33  -2.060   -9.307    29.772
 10.34  -2.784   -9.178    29.170
 10.35  -3.424   -9.053    28.648
 10.36  -3.987   -8.940    28.194
 10.37  -4.482   -8.843    27.798
 10.38  -4.918   -8.764    27.453
 10.39  -5.303   -8.703    27.152
 10.40  -5.643   -8.661    26.890
 10.41  -5.945   -8.637    26.661
 10.42  -6.214   -8.630    26.464
 10.43  -6.456   -8.640    26.294
 10.44  -6.674   -8.663    26.151
 10.45  -6.873   -8.700    26.032
 10.46  -7.056   -8.748    25.936
 10.47  -7.225   -8.806    25.861
 10.48  -7.383   -8.873    25.808
 10.49  -7.532   -8.946    25.775
 10.50  -7.673   -9.024    25.761
 10.51  -7.808   -9.106    25.767
 10.52  -7.938   -9.189    25.791
 10.53  -8.063   -9.273    25.832
 10.54  -8.184   -9.355    25.891
 10.55  -8.301   -9.434    25.966
 10.56  -8.414   -9.508    26.057
 10.57  -8.524   -9.577    26.162
 10.58  -8.629   -9.637    26.281
 10.59  -8.730   -9.689    26.412
 10.60  -8.826   -9.731    26.553
 10.61  -8.916   -9.762    26.704
 10.62  -9.001   -9.780    26.862
 10.63  -9.079   -9.784    27.026
 10.64  -9.149   -9.775    27.194
 10.65  -9.212   -9.751    27.363
 10.66  -9.266   -9.712    27.531
 10.67  -9.310   -9.658    27.697
 10.68  -9.345   -9.590    27.858
 10.69  -9.370   -9.507    28.011
 10.70  -9.383   -9.411    28.155
 10.71  -9.386   -9.302    28.287
 10.72  -9.378   -9.182    28.406
 10.73  -9.358   -9.053    28.510
 10.74  -9.328   -8.914    28.597
 10.75  -9.286   -8.770    28.666
 10.76  -9.235   -8.620    28.715
 10.77  -9.173   -8.468    28.746
 10.78  -9.103   -8.315    28.756
 10.79  -9.024   -8.163    28.746
 10.80  -8.938   -8.014    28.716
 10.81  -8.845   -7.870    28.667
 10.82  -8.748   -7.732    28.598
 10.83  -8.646   -7.602    28.512
 10.84  -8.542   -7.482    28.409
 10.85  -8.436   -7.372    28.291
 10.86  -8.330   -7.274    28.158
 10.87  -8.224   -7.188    28.013
 10.88  -8.120   -7.115    27.857
 10.89  -8.020   -7.056    27.692
 10.90  -7.923   -7.010    27.520
 10.91  -7.832   -6.978    27.341
 10.92  -7.747   -6.960    27.158
 10.93  -7.668   -6.955    26.973
 10.94  -7.597   -6.964    26.787
 10.95  -7.533   -6.987    26.602
 10.96  -7.479   -7.022    26.419
 10.97  -7.433   -7.070    26.240
 10.98  -7.397   -7.130    26.066
 10.99  -7.370   -7.202    25.898
 11.00  -7.353   -7.285    25.738
 11.01  -7.347   -7.379    25.588
 11.02  -7.350   -7.482    25.447
 11.03  -7.363   -7.595    25.319
 11.04  -7.386   -7.716    25.203
 11.05  -7.419   -7.846    25.100
 11.06  -7.462   -7.982    25.013
 11.07  -7.514   -8.125    24.942
 11.08  -7.575   -8.274    24.887
 11.09  -7.645   -8.427    24.850
 11.10  -7.723   -8.584    24.832
 11.11  -7.809   -8.742    24.833
 11.12  -7.903   -8.902    24.853
 11.13  -8.003   -9.062    24.894
 11.14  -8.108   -9.220    24.955
 11.15  -8.220   -9.375    25.037
 11.16  -8.335   -9.524    25.140
 11.17  -8.454   -9.667    25.264
 11.18  -8.575   -9.802    25.407
 11.19  -8.698   -9.926    25.570
 11.20  -8.821  -10.038    25.752
 11.21  -8.943  -10.136    25.951
 11.22  -9.062  -10.218    26.165
 11.23  -9.178  -10.282    26.393
 11.24  -9.288  -10.327    26.633
 11.25  -9.392  -10.351    26.882
 11.26  -9.488  -10.352    27.138
 11.27  -9.574  -10.330    27.396
 11.28  -9.650  -10.285    27.655
 11.29  -9.713  -10.215    27.910
 11.30  -9.764  -10.122    28.158
 11.31  -9.799  -10.005    28.395
 11.32  -9.820   -9.867    28.618
 11.33  -9.825   -9.707    28.824
 11.34  -9.813   -9.529    29.009
 11.35  -9.785   -9.335    29.171
 11.36  -9.740   -9.127    29.306
 11.37  -9.678   -8.909    29.414
 11.38  -9.601   -8.683    29.492
 11.39  -9.510   -8.453    29.539
 11.40  -9.404   -8.222    29.555
 11.41  -9.286   -7.993    29.540
 11.42  -9.156   -7.770    29.494
 11.43  -9.018   -7.556    29.419
 11.44  -8.872   -7.352    29.316
 11.45  -8.720   -7.162    29.187
 11.46  -8.564   -6.987    29.033
 11.47  -8.406   -6.829    28.857
 11.48  -8.248   -6.688    28.662
 11.49  -8.092   -6.567    28.449
 11.50  -7.940   -6.465    28.222
 11.51  -7.792   -6.383    27.982
 11.52  -7.651   -6.320    27.734
 11.53  -7.518   -6.277    27.478
 11.54  -7.394   -6.254    27.217
 11.55  -7.280   -6.249    26.953
 11.56  -7.177   -6.263    26.690
 11.57  -7.086   -6.294    26.427
 11.58  -7.006   -6.343    26.169
 11.59  -6.940   -6.408    25.915
 11.60  -6.887   -6.488    25.669
 11.61  -6.847   -6.584    25.431
 11.62  -6.821   -6.694    25.204
 11.63  -6.808   -6.818    24.988
 11.64  -6.809   -6.955    24.786
 11.65  -6.824   -7.104    24.599
 11.66  -6.852   -7.265    24.427
 11.67  -6.893   -7.437    24.274
 11.68  -6.947   -7.620    24.139
 11.69  -7.015   -7.812    24.025
 11.70  -7.094   -8.012    23.932
 11.71  -7.186   -8.221    23.862
 11.72  -7.290   -8.436    23.817
 11.73  -7.404   -8.656    23.797
 11.74  -7.529   -8.881    23.803
 11.75  -7.665   -9.108    23.837
 11.76  -7.809   -9.336    23.899
 11.77  -7.962   -9.563    23.991
 11.78  -8.122   -9.787    24.113
 11.79  -8.288  -10.005    24.265
 11.80  -8.460  -10.214    24.447
 11.81  -8.635  -10.413    24.659
 11.82  -8.813  -10.597    24.901
 11.83  -8.991  -10.764    25.170
 11.84  -9.169  -10.911    25.467
 11.85  -9.343  -11.034    25.788
 11.86  -9.512  -11.130    26.132
 11.87  -9.674  -11.197    26.493
 11.88  -9.826  -11.231    26.870
 11.89  -9.967  -11.229    27.257
 11.90 -10.093  -11.191    27.649
 11.91 -10.203  -11.114    28.042
 11.92 -10.294  -10.999    28.428
 11.93 -10.364  -10.845    28.802
 11.94 -10.412  -10.653    29.158
 11.95 -10.437  -10.426    29.490
 11.96 -10.436  -10.167    29.792
 11.97 -10.409   -9.878    30.058
 11.98 -10.356   -9.565    30.285
 11.99 -10.277   -9.233    30.468
 12.00 -10.172   -8.887    30.604
 12.01 -10.044   -8.533    30.692
 12.02  -9.893   -8.177    30.730
 12.03  -9.721   -7.826    30.720
 12.04  -9.532   -7.483    30.661
 12.05  -9.327   -7.154    30.557
 12.06  -9.109   -6.844    30.409
 12.07  -8.883   -6.556    30.222
 12.08  -8.650   -6.294    29.998
 12.09  -8.415   -6.058    29.743
 12.10  -8.179   -5.850    29.460
 12.11  -7.946   -5.673    29.152
 12.12  -7.719   -5.524    28.826
 12.13  -7.499   -5.405    28.483
 12.14  -7.290   -5.315    28.129
 12.15  -7.092   -5.252    27.767
 12.16  -6.908   -5.216    27.399
 12.17  -6.739   -5.206    27.028
 12.18  -6.586   -5.219    26.659
 12.19  -6.449   -5.255    26.291
 12.20  -6.330   -5.313    25.929
 12.21  -6.228   -5.391    25.574
 12.22  -6.144   -5.488    25.228
 12.23  -6.079   -5.604    24.892
 12.24  -6.031   -5.736    24.569
 12.25  -6.002   -5.886    24.260
 12.26  -5.990   -6.052    23.966
 12.27  -5.996   -6.233    23.690
 12.28  -6.020   -6.429    23.432
 12.29  -6.061   -6.640    23.194
 12.30  -6.119   -6.865    22.978
 12.31  -6.193   -7.103    22.785
 12.32  -6.284   -7.355    22.617
 12.33  -6.391   -7.620    22.477
 12.34  -6.514   -7.897    22.364
 12.35  -6.652   -8.185    22.282
 12.36  -6.806   -8.483    22.232
 12.37  -6.973   -8.791    22.217
 12.38  -7.155   -9.106    22.238
 12.39  -7.350   -9.428    22.296
 12.40  -7.558   -9.753    22.395
 12.41  -7.778  -10.079    22.534
 12.42  -8.008  -10.403    22.717
 12.43  -8.247  -10.722    22.945
 12.44  -8.495  -11.032    23.217
 12.45  -8.748  -11.328    23.535
 12.46  -9.006  -11.605    23.898
 12.47  -9.266  -11.858    24.306
 12.48  -9.525  -12.082    24.757
 12.49  -9.781  -12.270    25.248
